"tripduration","starttime","stoptime","start station id","start station name","start station latitude","start station longitude","end station id","end station name","end station latitude","end station longitude","bikeid","usertype","birth year","gender"
1980,"2018-11-01 09:17:34.8780","2018-11-01 09:50:35.8680",96,"Cambridge Main Library at Broadway / Trowbridge St",42.373379,-71.111075,365,"Harrison Ave at Bennet St",42.34942609892521,-71.06209959843909,3653,"Subscriber",1987,1
410,"2018-11-01 09:17:34.3860","2018-11-01 09:24:24.6680",225,"Cambridge Dept. of Public Works -147 Hampshire St.",42.37119727759414,-71.09759867191315,318,"Ames St at Broadway",42.3636929,-71.0875672,2191,"Subscriber",1986,2
474,"2018-11-01 09:17:45.2020","2018-11-01 09:25:39.4250",90,"Lechmere Station at Cambridge St / First St",42.370677,-71.076529,80,"MIT Stata Center at Vassar St / Main St",42.3621312344991,-71.09115600585936,2400,"Subscriber",1995,1
2470,"2018-11-01 09:17:54.4290","2018-11-01 09:59:04.9900",177,"University Park",42.36264779118595,-71.10006093978882,120,"Beacon St at Charles St",42.356052,-71.069849,3734,"Subscriber",1963,1
264,"2018-11-01 09:17:59.7260","2018-11-01 09:22:24.1030",178,"MIT Pacific St at Purrington St",42.35957320109044,-71.10129475593567,80,"MIT Stata Center at Vassar St / Main St",42.3621312344991,-71.09115600585936,2106,"Subscriber",1995,1
1446,"2018-11-01 09:18:02.1660","2018-11-01 09:42:08.9300",33,"Kenmore Square",42.348706,-71.097009,157,"Seaport Blvd at Sleeper St",42.35317809186252,-71.04817356923377,3437,"Customer",1969,0
585,"2018-11-01 09:18:18.2560","2018-11-01 09:28:03.4700",6,"Cambridge St at Joy St",42.36121165307985,-71.06530619789737,189,"Kendall T",42.362427842912396,-71.08495473861694,3624,"Subscriber",1992,2
2273,"2018-11-01 09:18:29.0580","2018-11-01 09:56:22.8560",327,"Main St at Thompson Sq",42.374878467440965,-71.06383498767171,177,"University Park",42.36264779118595,-71.10006093978882,2154,"Customer",1969,0
315,"2018-11-01 09:18:42.4930","2018-11-01 09:23:57.6450",118,"Linear Park - Mass. Ave. at Cameron Ave. ",42.397828,-71.130516,100,"Davis Square",42.396969,-71.123024,2187,"Customer",1969,0
179,"2018-11-01 09:18:43.9720","2018-11-01 09:21:43.2480",90,"Lechmere Station at Cambridge St / First St",42.370677,-71.076529,143,"EF - North Point Park",42.369885,-71.069957,775,"Subscriber",1995,1
1341,"2018-11-01 09:18:44.5550","2018-11-01 09:41:05.9450",105,"Lower Cambridgeport at Magazine St / Riverside Rd",42.357218503176526,-71.1138716340065,13,"Boston Medical Center - E Concord St at Harrison Ave",42.33671641210506,-71.06880776602338,1167,"Customer",1969,0
298,"2018-11-01 09:18:52.2740","2018-11-01 09:23:51.2630",157,"Seaport Blvd at Sleeper St",42.35317809186252,-71.04817356923377,22,"South Station - 700 Atlantic Ave",42.352175,-71.055547,749,"Subscriber",1978,1
1534,"2018-11-01 09:18:57.3090","2018-11-01 09:44:31.5680",3,"Colleges of the Fenway - Fenway at Avenue Louis Pasteur",42.34011512249236,-71.10061883926392,3,"Colleges of the Fenway - Fenway at Avenue Louis Pasteur",42.34011512249236,-71.10061883926392,2620,"Customer",1969,0
919,"2018-11-01 09:19:01.1560","2018-11-01 09:34:20.2680",11,"Longwood Ave at Binney St",42.338629,-71.1065,184,"Sidney Research Campus/ Erie Street at Waverly",42.35775309465199,-71.10393404960632,3024,"Customer",1968,1
1009,"2018-11-01 09:19:10.3650","2018-11-01 09:35:59.8630",57,"Columbus Ave at Massachusetts Ave",42.340542615516355,-71.08138847914233,144,"Rogers St & Land Blvd",42.36575798214837,-71.07699394226073,3426,"Subscriber",1991,2
2056,"2018-11-01 09:19:19.6520","2018-11-01 09:53:36.0730",23,"Boston City Hall - 28 State St",42.35892,-71.057629,37,"New Balance - 20 Guest St",42.35732921867706,-71.14673539996147,3504,"Subscriber",1975,1
508,"2018-11-01 09:19:36.7660","2018-11-01 09:28:05.2600",97,"Harvard University River Houses at DeWolfe St / Cowperthwaite St",42.36919031768079,-71.11714124679565,75,"Lafayette Square at Mass Ave / Main St / Columbia St",42.36346469304347,-71.10057324171066,3300,"Subscriber",1997,2
295,"2018-11-01 09:19:41.4210","2018-11-01 09:24:36.6100",55,"Boylston St at Massachusetts Ave",42.347265,-71.088088,36,"Copley Square - Dartmouth St at Boylston St",42.34993463611888,-71.07738554477692,3223,"Subscriber",1992,1
495,"2018-11-01 09:19:44.3100","2018-11-01 09:27:59.9380",72,"One Broadway / Kendall Sq at Main St / 3rd St",42.36224178650923,-71.0831107199192,206,"Government Center - Cambridge St at Court St",42.359802515995526,-71.05960782626425,4000,"Subscriber",1990,1
491,"2018-11-01 09:19:56.2790","2018-11-01 09:28:07.9110",68,"Central Square at Mass Ave / Essex St",42.36507,-71.1031,73,"Harvard Square at Brattle St / Eliot St",42.373231,-71.120886,2062,"Subscriber",1991,1
381,"2018-11-01 09:19:59.6890","2018-11-01 09:26:21.0830",90,"Lechmere Station at Cambridge St / First St",42.370677,-71.076529,171,"Bunker Hill Community College",42.37408991426522,-71.06905996799469,2281,"Subscriber",1970,1
578,"2018-11-01 09:20:01.1640","2018-11-01 09:29:39.1660",332,"Harvard Ave at Brainerd Rd",42.34953016890375,-71.13022770741735,19,"Park Dr at Buswell St",42.347241,-71.105301,4155,"Subscriber",1996,1
2208,"2018-11-01 09:20:24.0950","2018-11-01 09:57:12.5760",328,"Grove St at Community Path",42.396386809455,-71.12011306006025,185,"Third at Binney",42.36544486137399,-71.08277142047882,2847,"Subscriber",1978,2
823,"2018-11-01 09:20:28.9650","2018-11-01 09:34:12.3960",178,"MIT Pacific St at Purrington St",42.35957320109044,-71.10129475593567,141,"Kendall Street",42.363560158429884,-71.08216792345047,3745,"Subscriber",1990,2
353,"2018-11-01 09:20:32.9540","2018-11-01 09:26:26.6260",22,"South Station - 700 Atlantic Ave",42.352175,-71.055547,40,"Lewis Wharf at Atlantic Ave",42.363871,-71.050877,3396,"Subscriber",1969,1
743,"2018-11-01 09:20:37.3370","2018-11-01 09:33:00.8930",84,"CambridgeSide Galleria - CambridgeSide PL at Land Blvd",42.366981,-71.076472,91,"One Kendall Square at Hampshire St / Portland St",42.366277,-71.09169,3898,"Customer",1972,1
2139,"2018-11-01 09:20:39.2900","2018-11-01 09:56:18.7570",327,"Main St at Thompson Sq",42.374878467440965,-71.06383498767171,177,"University Park",42.36264779118595,-71.10006093978882,2650,"Customer",1969,0
381,"2018-11-01 09:20:42.5520","2018-11-01 09:27:04.2530",143,"EF - North Point Park",42.369885,-71.069957,141,"Kendall Street",42.363560158429884,-71.08216792345047,4079,"Subscriber",1993,1
1295,"2018-11-01 09:20:42.0800","2018-11-01 09:42:17.5670",131,"Jackson Square T Stop",42.32293117195949,-71.10014140605927,189,"Kendall T",42.362427842912396,-71.08495473861694,3978,"Subscriber",1995,1
2124,"2018-11-01 09:20:44.2510","2018-11-01 09:56:09.1820",327,"Main St at Thompson Sq",42.374878467440965,-71.06383498767171,177,"University Park",42.36264779118595,-71.10006093978882,2159,"Customer",1969,0
49907,"2018-11-01 09:20:55.4760","2018-11-01 23:12:43.0270",41,"Packard's Corner - Commonwealth Ave at Brighton Ave",42.352261,-71.123831,16,"Back Bay T Stop - Dartmouth St at Stuart St",42.34807412317439,-71.07657015323639,3831,"Subscriber",1990,1
327,"2018-11-01 09:21:16.9950","2018-11-01 09:26:44.0870",177,"University Park",42.36264779118595,-71.10006093978882,80,"MIT Stata Center at Vassar St / Main St",42.3621312344991,-71.09115600585936,3895,"Subscriber",1992,2
996,"2018-11-01 09:21:19.2800","2018-11-01 09:37:55.6270",58,"Mugar Way at Beacon St",42.355536284897084,-71.07286870479584,5,"Northeastern University - North Parking Lot",42.341814,-71.090179,3662,"Subscriber",1993,1
825,"2018-11-01 09:21:22.2660","2018-11-01 09:35:07.9630",66,"Allston Green District - Griggs St at Commonwealth Ave",42.34922469338298,-71.13275302578586,233,"St Mary's",42.346197076555455,-71.10728681087494,2296,"Subscriber",1991,1
915,"2018-11-01 09:21:29.4240","2018-11-01 09:36:44.6120",68,"Central Square at Mass Ave / Essex St",42.36507,-71.1031,36,"Copley Square - Dartmouth St at Boylston St",42.34993463611888,-71.07738554477692,2286,"Subscriber",1967,1
643,"2018-11-01 09:21:34.0500","2018-11-01 09:32:17.9870",103,"JFK Crossing at Harvard St. / Thorndike St.",42.346563,-71.128374,14,"HMS/HSPH - Avenue Louis Pasteur at Longwood Ave",42.3374174845973,-71.10286116600037,3370,"Subscriber",1989,1
307,"2018-11-01 09:21:58.2070","2018-11-01 09:27:05.3320",179,"MIT Vassar St",42.355601213279265,-71.10394477844238,80,"MIT Stata Center at Vassar St / Main St",42.3621312344991,-71.09115600585936,663,"Subscriber",1996,1
2055,"2018-11-01 09:22:00.2240","2018-11-01 09:56:16.0230",327,"Main St at Thompson Sq",42.374878467440965,-71.06383498767171,177,"University Park",42.36264779118595,-71.10006093978882,175,"Customer",1969,0
719,"2018-11-01 09:22:06.7740","2018-11-01 09:34:05.9620",5,"Northeastern University - North Parking Lot",42.341814,-71.090179,80,"MIT Stata Center at Vassar St / Main St",42.3621312344991,-71.09115600585936,2520,"Subscriber",1996,1
1822,"2018-11-01 09:22:11.2500","2018-11-01 09:52:34.2490",190,"Nashua Street at Red Auerbach Way",42.365673,-71.064263,221,"Verizon Innovation Hub 10 Ware Street",42.37250864997261,-71.11305356025696,2262,"Subscriber",1967,2
924,"2018-11-01 09:22:11.0750","2018-11-01 09:37:35.4160",338,"Commonwealth Ave at Kelton St",42.348358628170445,-71.13997217276847,361,"Deerfield St at Commonwealth Ave",42.34924376955301,-71.09728209692548,3073,"Customer",1969,0
1055,"2018-11-01 09:22:13.6260","2018-11-01 09:39:48.7160",69,"Coolidge Corner - Beacon St at Centre St",42.341598,-71.123338,12,"Ruggles T Stop - Columbus Ave at Melnea Cass Blvd",42.33624444796878,-71.08798563480377,2140,"Subscriber",1987,2
936,"2018-11-01 09:22:14.4800","2018-11-01 09:37:51.1700",335,"Harvard St at Greene-Rose Heritage Park",42.36599432867437,-71.09522221614498,14,"HMS/HSPH - Avenue Louis Pasteur at Longwood Ave",42.3374174845973,-71.10286116600037,3934,"Subscriber",1986,1
844,"2018-11-01 09:22:20.0130","2018-11-01 09:36:24.1090",88,"Inman Square at Vellucci Plaza / Hampshire St",42.374035,-71.101427,179,"MIT Vassar St",42.355601213279265,-71.10394477844238,2788,"Subscriber",1980,1
385,"2018-11-01 09:22:27.3470","2018-11-01 09:28:53.2700",185,"Third at Binney",42.36544486137399,-71.08277142047882,80,"MIT Stata Center at Vassar St / Main St",42.3621312344991,-71.09115600585936,2102,"Subscriber",1986,1
626,"2018-11-01 09:22:28.6060","2018-11-01 09:32:54.6650",78,"Union Square - Somerville",42.37980717512428,-71.09387040138245,80,"MIT Stata Center at Vassar St / Main St",42.3621312344991,-71.09115600585936,3306,"Subscriber",1994,1
745,"2018-11-01 09:22:37.0800","2018-11-01 09:35:02.5180",150,"State Street at Channel Center",42.344137,-71.052608,43,"Rowes Wharf at Atlantic Ave",42.357143,-71.050699,3355,"Subscriber",1957,2
1449,"2018-11-01 09:22:43.5260","2018-11-01 09:46:52.8480",179,"MIT Vassar St",42.355601213279265,-71.10394477844238,228,"One Memorial Drive",42.361619320766856,-71.0804355052096,3981,"Subscriber",1989,1
2002,"2018-11-01 09:22:50.8600","2018-11-01 09:56:13.0580",327,"Main St at Thompson Sq",42.374878467440965,-71.06383498767171,177,"University Park",42.36264779118595,-71.10006093978882,3260,"Subscriber",1977,2
237,"2018-11-01 09:23:11.9650","2018-11-01 09:27:09.1950",133,"Green Street T Stop - Green St at Amory St",42.310579,-71.107341,357,"Centre St at Seaverns Ave",42.3121203,-71.1142981,2654,"Subscriber",1988,2
420,"2018-11-01 09:23:24.3050","2018-11-01 09:30:25.1400",58,"Mugar Way at Beacon St",42.355536284897084,-71.07286870479584,59,"Chinatown Gate Plaza",42.351356,-71.059367,4040,"Subscriber",1973,2
321,"2018-11-01 09:23:32.8790","2018-11-01 09:28:54.1150",60,"Charles Circle - Charles St at Cambridge St",42.36018499796463,-71.07086597688976,42,"Boylston St at Arlington St",42.35256693391622,-71.06770543386118,3834,"Subscriber",1985,1
1072,"2018-11-01 09:23:58.8590","2018-11-01 09:41:51.3230",112,"Clarendon Hill at Broadway",42.406302,-71.132446,225,"Cambridge Dept. of Public Works -147 Hampshire St.",42.37119727759414,-71.09759867191315,3853,"Subscriber",1965,1
388,"2018-11-01 09:24:11.4730","2018-11-01 09:30:40.2590",95,"Cambridge St - at Columbia St / Webster Ave",42.372969,-71.094445,80,"MIT Stata Center at Vassar St / Main St",42.3621312344991,-71.09115600585936,3879,"Subscriber",1989,1
639,"2018-11-01 09:24:12.9510","2018-11-01 09:34:52.6040",206,"Government Center - Cambridge St at Court St",42.359802515995526,-71.05960782626425,36,"Copley Square - Dartmouth St at Boylston St",42.34993463611888,-71.07738554477692,1235,"Subscriber",1994,1
2377,"2018-11-01 09:24:20.0640","2018-11-01 10:03:57.4030",194,"Broadway St at Mt Pleasant St",42.386141411639564,-71.07828140258789,14,"HMS/HSPH - Avenue Louis Pasteur at Longwood Ave",42.3374174845973,-71.10286116600037,390,"Subscriber",1987,2
485,"2018-11-01 09:25:03.7600","2018-11-01 09:33:09.6820",105,"Lower Cambridgeport at Magazine St / Riverside Rd",42.357218503176526,-71.1138716340065,80,"MIT Stata Center at Vassar St / Main St",42.3621312344991,-71.09115600585936,735,"Subscriber",1985,1
323,"2018-11-01 09:25:04.0950","2018-11-01 09:30:27.2960",159,"S Huntington Ave at Heath St",42.32760387040573,-71.11089169979095,30,"Brigham Circle - Francis St at Huntington Ave",42.33462893055976,-71.10407917767589,4086,"Subscriber",1989,1
198,"2018-11-01 09:25:03.8090","2018-11-01 09:28:22.4690",186,"Congress St at Northern Ave",42.3481,-71.03764,135,"ID Building East",42.344827,-71.028664,2515,"Subscriber",1990,1
768,"2018-11-01 09:25:39.0010","2018-11-01 09:38:27.2400",91,"One Kendall Square at Hampshire St / Portland St",42.366277,-71.09169,206,"Government Center - Cambridge St at Court St",42.359802515995526,-71.05960782626425,2880,"Subscriber",1987,1
709,"2018-11-01 09:25:44.6270","2018-11-01 09:37:33.7620",116,"359 Broadway - Broadway at Fayette Street",42.370803,-71.104412,73,"Harvard Square at Brattle St / Eliot St",42.373231,-71.120886,2263,"Subscriber",1977,1
503,"2018-11-01 09:26:02.2080","2018-11-01 09:34:25.9740",23,"Boston City Hall - 28 State St",42.35892,-71.057629,157,"Seaport Blvd at Sleeper St",42.35317809186252,-71.04817356923377,2292,"Subscriber",1980,1
1191,"2018-11-01 09:26:10.7620","2018-11-01 09:46:01.7910",364,"Tremont St at Northampton St",42.33889559644165,-71.08149975611013,74,"Harvard Square at Mass Ave/ Dunster",42.373268,-71.118579,4048,"Subscriber",1991,1
507,"2018-11-01 09:26:15.3100","2018-11-01 09:34:42.7000",189,"Kendall T",42.362427842912396,-71.08495473861694,206,"Government Center - Cambridge St at Court St",42.359802515995526,-71.05960782626425,3539,"Subscriber",1969,1
778,"2018-11-01 09:26:15.5700","2018-11-01 09:39:13.6780",227,"Silber Way",42.34949599514002,-71.10057592391968,226,"Commonwealth Ave At Babcock St",42.35154734791375,-71.12126246094704,3876,"Subscriber",1971,1
660,"2018-11-01 09:26:31.4910","2018-11-01 09:37:31.9180",185,"Third at Binney",42.36544486137399,-71.08277142047882,95,"Cambridge St - at Columbia St / Webster Ave",42.372969,-71.094445,3949,"Subscriber",1957,2
926,"2018-11-01 09:26:32.1790","2018-11-01 09:41:58.7650",19,"Park Dr at Buswell St",42.347241,-71.105301,36,"Copley Square - Dartmouth St at Boylston St",42.34993463611888,-71.07738554477692,2929,"Subscriber",1989,1
1007,"2018-11-01 09:26:39.2870","2018-11-01 09:43:26.8860",177,"University Park",42.36264779118595,-71.10006093978882,181,"Huron Ave At Vassal Lane",42.381650612901176,-71.13426981498378,3863,"Subscriber",1988,1
448,"2018-11-01 09:26:42.5190","2018-11-01 09:34:11.4090",178,"MIT Pacific St at Purrington St",42.35957320109044,-71.10129475593567,80,"MIT Stata Center at Vassar St / Main St",42.3621312344991,-71.09115600585936,2373,"Subscriber",1991,1
665,"2018-11-01 09:26:43.1880","2018-11-01 09:37:49.0940",9,"Commonwealth Ave at Agganis Way",42.35169201885973,-71.11903488636017,361,"Deerfield St at Commonwealth Ave",42.34924376955301,-71.09728209692548,2588,"Subscriber",1999,1
917,"2018-11-01 09:26:50.2000","2018-11-01 09:42:07.7690",19,"Park Dr at Buswell St",42.347241,-71.105301,36,"Copley Square - Dartmouth St at Boylston St",42.34993463611888,-71.07738554477692,3229,"Subscriber",1989,2
587,"2018-11-01 09:27:01.6450","2018-11-01 09:36:49.3960",35,"Arch St at Franklin St",42.355335019412564,-71.0582291708306,136,"ID Building West",42.344796,-71.031614,2362,"Subscriber",1982,2
804,"2018-11-01 09:27:02.6800","2018-11-01 09:40:27.2200",280,"Main St at Baldwin St",42.380857,-71.070629,6,"Cambridge St at Joy St",42.36121165307985,-71.06530619789737,2780,"Subscriber",1994,1
852,"2018-11-01 09:27:22.7880","2018-11-01 09:41:35.1790",84,"CambridgeSide Galleria - CambridgeSide PL at Land Blvd",42.366981,-71.076472,179,"MIT Vassar St",42.355601213279265,-71.10394477844238,3956,"Subscriber",1974,1
949,"2018-11-01 09:27:23.0600","2018-11-01 09:43:12.6930",233,"St Mary's",42.346197076555455,-71.10728681087494,189,"Kendall T",42.362427842912396,-71.08495473861694,3231,"Subscriber",1984,1
803,"2018-11-01 09:27:28.0870","2018-11-01 09:40:51.2880",222,"Troy Boston",42.343749,-71.062256,23,"Boston City Hall - 28 State St",42.35892,-71.057629,3889,"Subscriber",1953,1
303,"2018-11-01 09:27:31.9580","2018-11-01 09:32:35.6070",23,"Boston City Hall - 28 State St",42.35892,-71.057629,22,"South Station - 700 Atlantic Ave",42.352175,-71.055547,2553,"Subscriber",1980,1
1310,"2018-11-01 09:27:33.0690","2018-11-01 09:49:23.2480",131,"Jackson Square T Stop",42.32293117195949,-71.10014140605927,64,"Congress St at Sleeper St",42.351004495946704,-71.04930013418198,3249,"Subscriber",1988,2
506,"2018-11-01 09:27:55.1570","2018-11-01 09:36:21.4250",91,"One Kendall Square at Hampshire St / Portland St",42.366277,-71.09169,60,"Charles Circle - Charles St at Cambridge St",42.36018499796463,-71.07086597688976,4220,"Subscriber",1995,2
337,"2018-11-01 09:28:05.3240","2018-11-01 09:33:42.9690",54,"Tremont St at West St",42.354979,-71.063348,4,"Tremont St at E Berkeley St",42.345392,-71.069616,2011,"Subscriber",1978,1
1106,"2018-11-01 09:28:11.0150","2018-11-01 09:46:37.2890",173,"Savin Hill T Stop - S Sydney St at Bay St",42.3106,-71.0539,4,"Tremont St at E Berkeley St",42.345392,-71.069616,4219,"Subscriber",1994,1
1461,"2018-11-01 09:28:14.9260","2018-11-01 09:52:36.0760",131,"Jackson Square T Stop",42.32293117195949,-71.10014140605927,80,"MIT Stata Center at Vassar St / Main St",42.3621312344991,-71.09115600585936,2023,"Subscriber",1957,1
987,"2018-11-01 09:28:21.2340","2018-11-01 09:44:49.1490",90,"Lechmere Station at Cambridge St / First St",42.370677,-71.076529,330,"30 Dane St.",42.38100143038052,-71.10402522613185,3442,"Subscriber",1957,1
1531,"2018-11-01 09:28:21.6300","2018-11-01 09:53:53.0030",359,"One Brigham Circle",42.333922701369964,-71.10446508982932,60,"Charles Circle - Charles St at Cambridge St",42.36018499796463,-71.07086597688976,3131,"Subscriber",1992,2
339,"2018-11-01 09:28:35.3940","2018-11-01 09:34:14.8910",118,"Linear Park - Mass. Ave. at Cameron Ave. ",42.397828,-71.130516,100,"Davis Square",42.396969,-71.123024,2795,"Subscriber",1987,2
2684,"2018-11-01 09:28:36.8530","2018-11-01 10:13:21.0250",52,"Newbury St at Hereford St",42.348717,-71.085954,129,"Hayes Square - Vine St at Moulton St",42.377022,-71.056605,2303,"Customer",1969,0
601,"2018-11-01 09:28:40.2230","2018-11-01 09:38:41.5450",12,"Ruggles T Stop - Columbus Ave at Melnea Cass Blvd",42.33624444796878,-71.08798563480377,11,"Longwood Ave at Binney St",42.338629,-71.1065,3720,"Subscriber",1977,2
250,"2018-11-01 09:28:42.0600","2018-11-01 09:32:52.8880",328,"Grove St at Community Path",42.396386809455,-71.12011306006025,239,"Community Path at Cedar Street",42.39407223665884,-71.11133694648743,2560,"Subscriber",1993,2
354,"2018-11-01 09:28:47.5750","2018-11-01 09:34:42.5300",67,"MIT at Mass Ave / Amherst St",42.3581,-71.093198,335,"Harvard St at Greene-Rose Heritage Park",42.36599432867437,-71.09522221614498,2137,"Subscriber",1996,2
465,"2018-11-01 09:29:00.4970","2018-11-01 09:36:46.0880",110,"Harvard University Gund Hall at Quincy St / Kirkland S",42.376369,-71.114025,104,"Harvard University Radcliffe Quadrangle at Shepard St / Garden St",42.380287,-71.125107,4159,"Subscriber",1962,2
493,"2018-11-01 09:29:20.7890","2018-11-01 09:37:34.5270",151,"Surface Rd at India St",42.358155,-71.052163,31,"Seaport Hotel - Congress St at Seaport Ln",42.34881026188269,-71.04167744055303,730,"Subscriber",1951,1
406,"2018-11-01 09:29:27.7660","2018-11-01 09:36:14.6240",98,"Warren St at Chelsea St",42.371848,-71.060292,90,"Lechmere Station at Cambridge St / First St",42.370677,-71.076529,4176,"Subscriber",1987,1
635,"2018-11-01 09:29:29.5990","2018-11-01 09:40:05.3440",26,"Washington St at Waltham St",42.341522,-71.068922,48,"Post Office Square - Pearl St at Milk St",42.356755,-71.055407,3250,"Subscriber",1983,1
1268,"2018-11-01 09:29:56.9840","2018-11-01 09:51:04.9970",91,"One Kendall Square at Hampshire St / Portland St",42.366277,-71.09169,26,"Washington St at Waltham St",42.341522,-71.068922,2920,"Subscriber",1990,2
193,"2018-11-01 09:29:57.1670","2018-11-01 09:33:10.6180",178,"MIT Pacific St at Purrington St",42.35957320109044,-71.10129475593567,80,"MIT Stata Center at Vassar St / Main St",42.3621312344991,-71.09115600585936,3025,"Subscriber",1994,1
304,"2018-11-01 09:30:16.9630","2018-11-01 09:35:21.1220",176,"Lesley University",42.38674802045056,-71.11901879310608,89,"Harvard Law School at Mass Ave / Jarvis St",42.379011,-71.119945,227,"Subscriber",1984,2
1238,"2018-11-01 09:30:37.1600","2018-11-01 09:51:16.1420",329,"Washington St at Myrtle St",42.381699831636816,-71.08377588917392,80,"MIT Stata Center at Vassar St / Main St",42.3621312344991,-71.09115600585936,455,"Subscriber",1995,1
1925,"2018-11-01 09:30:41.2570","2018-11-01 10:02:46.7710",91,"One Kendall Square at Hampshire St / Portland St",42.366277,-71.09169,17,"Soldiers Field Park - 111 Western Ave",42.364263440638524,-71.1182756971175,4206,"Subscriber",1984,2
297,"2018-11-01 09:30:44.1680","2018-11-01 09:35:41.7040",35,"Arch St at Franklin St",42.355335019412564,-71.0582291708306,365,"Harrison Ave at Bennet St",42.34942609892521,-71.06209959843909,2092,"Subscriber",1994,2
574,"2018-11-01 09:30:45.9150","2018-11-01 09:40:20.8980",97,"Harvard University River Houses at DeWolfe St / Cowperthwaite St",42.36919031768079,-71.11714124679565,97,"Harvard University River Houses at DeWolfe St / Cowperthwaite St",42.36919031768079,-71.11714124679565,4209,"Subscriber",1995,1
126,"2018-11-01 09:31:09.6720","2018-11-01 09:33:16.3630",185,"Third at Binney",42.36544486137399,-71.08277142047882,189,"Kendall T",42.362427842912396,-71.08495473861694,2545,"Subscriber",1990,1
875,"2018-11-01 09:31:11.4280","2018-11-01 09:45:47.2090",23,"Boston City Hall - 28 State St",42.35892,-71.057629,135,"ID Building East",42.344827,-71.028664,3378,"Subscriber",1984,1
627,"2018-11-01 09:31:21.6160","2018-11-01 09:41:48.7130",73,"Harvard Square at Brattle St / Eliot St",42.373231,-71.120886,80,"MIT Stata Center at Vassar St / Main St",42.3621312344991,-71.09115600585936,2062,"Subscriber",1995,1
1123,"2018-11-01 09:31:39.7310","2018-11-01 09:50:22.8970",189,"Kendall T",42.362427842912396,-71.08495473861694,139,"Dana Park",42.361780439606044,-71.10809952020645,3979,"Subscriber",1988,2
334,"2018-11-01 09:31:45.9120","2018-11-01 09:37:20.2150",364,"Tremont St at Northampton St",42.33889559644165,-71.08149975611013,16,"Back Bay T Stop - Dartmouth St at Stuart St",42.34807412317439,-71.07657015323639,2496,"Subscriber",1989,1
344,"2018-11-01 09:31:51.0810","2018-11-01 09:37:35.9590",59,"Chinatown Gate Plaza",42.351356,-71.059367,26,"Washington St at Waltham St",42.341522,-71.068922,3881,"Subscriber",1988,1
801,"2018-11-01 09:31:54.0980","2018-11-01 09:45:15.4520",66,"Allston Green District - Griggs St at Commonwealth Ave",42.34922469338298,-71.13275302578586,11,"Longwood Ave at Binney St",42.338629,-71.1065,2798,"Subscriber",1994,1
1313,"2018-11-01 09:31:59.1370","2018-11-01 09:53:52.4030",157,"Seaport Blvd at Sleeper St",42.35317809186252,-71.04817356923377,85,"Spaulding Rehabilitation Hospital - Charlestown Navy Yard",42.378338,-71.048927,3383,"Customer",1986,2
1260,"2018-11-01 09:32:06.2960","2018-11-01 09:53:07.0110",335,"Harvard St at Greene-Rose Heritage Park",42.36599432867437,-71.09522221614498,30,"Brigham Circle - Francis St at Huntington Ave",42.33462893055976,-71.10407917767589,2695,"Subscriber",1994,1
1445,"2018-11-01 09:32:13.0340","2018-11-01 09:56:18.6360",176,"Lesley University",42.38674802045056,-71.11901879310608,81,"Chinatown T Stop",42.352409,-71.062679,2319,"Subscriber",1982,1
657,"2018-11-01 09:32:14.8520","2018-11-01 09:43:12.1510",19,"Park Dr at Buswell St",42.347241,-71.105301,36,"Copley Square - Dartmouth St at Boylston St",42.34993463611888,-71.07738554477692,4155,"Subscriber",1994,1
142,"2018-11-01 09:32:16.9090","2018-11-01 09:34:39.2560",79,"Beacon St at Washington / Kirkland",42.37842,-71.105668,330,"30 Dane St.",42.38100143038052,-71.10402522613185,3466,"Subscriber",1994,2
97,"2018-11-01 09:32:28.7850","2018-11-01 09:34:05.9760",6,"Cambridge St at Joy St",42.36121165307985,-71.06530619789737,6,"Cambridge St at Joy St",42.36121165307985,-71.06530619789737,3400,"Subscriber",1991,2
377,"2018-11-01 09:32:31.0790","2018-11-01 09:38:48.7800",120,"Beacon St at Charles St",42.356052,-71.069849,42,"Boylston St at Arlington St",42.35256693391622,-71.06770543386118,2185,"Subscriber",1955,1
598,"2018-11-01 09:32:33.8070","2018-11-01 09:42:32.0920",90,"Lechmere Station at Cambridge St / First St",42.370677,-71.076529,23,"Boston City Hall - 28 State St",42.35892,-71.057629,3875,"Subscriber",1963,1
326,"2018-11-01 09:32:41.4640","2018-11-01 09:38:08.3860",189,"Kendall T",42.362427842912396,-71.08495473861694,91,"One Kendall Square at Hampshire St / Portland St",42.366277,-71.09169,3624,"Subscriber",1985,2
775,"2018-11-01 09:33:08.3840","2018-11-01 09:46:03.4780",23,"Boston City Hall - 28 State St",42.35892,-71.057629,84,"CambridgeSide Galleria - CambridgeSide PL at Land Blvd",42.366981,-71.076472,3245,"Subscriber",1963,1
975,"2018-11-01 09:33:09.3480","2018-11-01 09:49:24.9420",69,"Coolidge Corner - Beacon St at Centre St",42.341598,-71.123338,67,"MIT at Mass Ave / Amherst St",42.3581,-71.093198,3768,"Subscriber",1985,2
1374,"2018-11-01 09:33:14.9170","2018-11-01 09:56:09.6630",58,"Mugar Way at Beacon St",42.355536284897084,-71.07286870479584,67,"MIT at Mass Ave / Amherst St",42.3581,-71.093198,389,"Subscriber",1977,1
